station,date,SO_2,CO,NO,NO_2,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
28079004,2001-01-04,15.0,0.5,29.0,63.0,,108.0,,,,,,,
28079008,2001-01-04,12.0,0.9,99.0,71.0,37.0,223.0,18.0,14.8,5.7,3.3,,,
28079011,2001-01-04,,,20.0,40.0,,70.0,,,,,,,
28079016,2001-01-04,,0.8,34.0,57.0,,109.0,22.0,,,,,,
28079017,2001-01-04,12.0,,123.0,71.0,,259.0,20.0,,,,,,
28079018,2001-01-04,23.0,2.2,202.0,70.0,76.0,380.0,11.0,,,,,,
28079024,2001-01-04,8.0,0.6,3.0,21.0,12.0,26.0,35.0,2.3,0.3,,1.33,1.25,0.08
28079035,2001-01-04,25.0,0.5,20.0,46.0,,77.0,29.0,,,,,,
28079036,2001-01-04,8.0,0.5,17.0,48.0,18.0,74.0,,,,,,,
28079038,2001-01-04,27.0,,25.0,39.0,20.0,77.0,,,,,,,
28079039,2001-01-04,,0.8,37.0,42.0,,99.0,26.0,,,,,,
28079040,2001-01-04,6.0,,13.0,42.0,19.0,62.0,,,,,,,
28079004,2001-01-05,16.0,1.0,91.0,57.0,,197.0,,,,,,,
28079008,2001-01-05,10.0,1.2,112.0,63.0,31.0,235.0,11.0,17.9,6.1,4.1,,,
28079011,2001-01-05,,,80.0,43.0,,166.0,,,,,,,
28079016,2001-01-05,,0.8,55.0,57.0,,142.0,11.0,,,,,,
28079017,2001-01-05,12.0,,130.0,61.0,,260.0,12.0,,,,,,
28079018,2001-01-05,22.0,2.7,256.0,52.0,57.0,445.0,9.0,,,,,,
28079024,2001-01-05,11.0,0.6,16.0,39.0,17.0,64.0,13.0,5.2,0.5,,1.45,1.31,0.13
28079035,2001-01-05,27.0,0.7,43.0,46.0,,113.0,11.0,,,,,,
28079036,2001-01-05,7.0,0.7,29.0,45.0,14.0,89.0,,,,,,,
28079038,2001-01-05,31.0,,53.0,49.0,20.0,129.0,,,,,,,
28079039,2001-01-05,,1.2,72.0,43.0,,154.0,7.0,,,,,,
28079040,2001-01-05,7.0,,24.0,48.0,19.0,85.0,,,,,,,
28079004,2001-01-06,20.0,0.5,19.0,52.0,,82.0,,,,,,,
28079008,2001-01-06,14.0,0.9,59.0,67.0,17.0,157.0,21.0,9.9,3.7,2.2,,,
28079011,2001-01-06,,,30.0,37.0,,84.0,,,,,,,
28079016,2001-01-06,,0.7,16.0,43.0,,68.0,31.0,,,,,,
28079017,2001-01-06,11.0,,85.0,63.0,,193.0,25.0,,,,,,
28079018,2001-01-06,18.0,1.3,85.0,46.0,20.0,176.0,21.0,,,,,,
28079024,2001-01-06,8.0,0.7,2.0,16.0,7.0,20.0,39.0,1.2,0.2,,1.33,1.24,0.09
28079035,2001-01-06,22.0,0.5,16.0,42.0,,65.0,35.0,,,,,,
28079036,2001-01-06,11.0,0.5,14.0,43.0,8.0,65.0,,,,,,,
28079038,2001-01-06,23.0,,29.0,38.0,10.0,82.0,,,,,,,
28079039,2001-01-06,,0.7,22.0,34.0,,68.0,32.0,,,,,,
28079040,2001-01-06,9.0,,15.0,38.0,10.0,61.0,,,,,,,
28079004,2001-01-07,25.0,0.6,23.0,57.0,,92.0,,,,,,,
28079008,2001-01-07,21.0,0.9,56.0,70.0,20.0,155.0,18.0,10.0,3.8,2.2,,,
28079011,2001-01-07,,,48.0,44.0,,118.0,,,,,,,
28079016,2001-01-07,,0.6,18.0,45.0,,72.0,28.0,,,,,,
28079017,2001-01-07,11.0,,84.0,65.0,,193.0,21.0,,,,,,
28079018,2001-01-07,21.0,1.1,69.0,47.0,23.0,153.0,20.0,,,,,,
28079024,2001-01-07,8.0,0.6,3.0,13.0,7.0,17.0,40.0,0.9,0.2,,1.34,1.24,0.1
28079035,2001-01-07,25.0,0.6,20.0,51.0,,81.0,28.0,,,,,,
28079036,2001-01-07,15.0,0.6,18.0,55.0,11.0,84.0,,,,,,,
28079038,2001-01-07,22.0,,32.0,40.0,12.0,89.0,,,,,,,
28079039,2001-01-07,,0.7,26.0,39.0,,79.0,29.0,,,,,,
28079040,2001-01-07,14.0,,20.0,52.0,13.0,82.0,,,,,,,
28079004,2001-01-08,30.0,1.4,147.0,69.0,,294.0,,,,,,,
28079008,2001-01-08,19.0,1.3,146.0,94.0,37.0,318.0,14.0,18.2,6.6,3.8,,,
28079011,2001-01-08,,,120.0,58.0,,242.0,,,,,,,
28079016,2001-01-08,,1.0,100.0,68.0,,221.0,20.0,,,,,,
28079017,2001-01-08,20.0,,159.0,70.0,,314.0,19.0,,,,,,
28079018,2001-01-08,39.0,2.4,221.0,57.0,71.0,396.0,17.0,,,,,,
28079024,2001-01-08,14.0,0.8,47.0,45.0,27.0,116.0,25.0,5.3,0.4,,1.46,1.29,0.18
28079035,2001-01-08,37.0,0.8,68.0,75.0,,179.0,23.0,,,,,,
28079036,2001-01-08,22.0,1.2,92.0,76.0,37.0,217.0,,,,,,,
28079038,2001-01-08,41.0,,93.0,65.0,35.0,208.0,,,,,,,
28079039,2001-01-08,,1.3,100.0,66.0,,219.0,17.0,,,,,,
28079040,2001-01-08,19.0,,76.0,70.0,37.0,187.0,,,,,,,
28079004,2001-01-09,32.0,1.3,146.0,63.0,,286.0,,,,,,,
28079008,2001-01-09,27.0,1.3,129.0,85.0,40.0,283.0,7.0,21.6,6.2,4.1,,,
28079011,2001-01-09,,,99.0,58.0,,209.0,,,,,,,
28079016,2001-01-09,,0.8,83.0,66.0,,193.0,6.0,,,,,,
28079017,2001-01-09,20.0,,168.0,67.0,,325.0,9.0,,,,,,
28079018,2001-01-09,34.0,2.4,219.0,48.0,63.0,384.0,9.0,,,,,,
28079024,2001-01-09,17.0,1.0,81.0,56.0,34.0,180.0,4.0,10.1,0.8,,1.63,1.4,0.24
28079035,2001-01-09,49.0,1.0,85.0,79.0,,209.0,7.0,,,,,,
28079036,2001-01-09,26.0,1.2,96.0,80.0,36.0,227.0,,,,,,,
28079038,2001-01-09,46.0,,118.0,73.0,37.0,253.0,,,,,,,
28079039,2001-01-09,,1.1,99.0,66.0,,218.0,2.0,,,,,,
28079040,2001-01-09,16.0,,60.0,72.0,33.0,164.0,,,,,,,
28079004,2001-01-10,33.0,1.4,141.0,62.0,,279.0,,,,,,,
28079008,2001-01-10,21.0,1.6,183.0,67.0,48.0,347.0,8.0,25.9,8.2,5.3,,,
28079011,2001-01-10,,,159.0,43.0,,287.0,,,,,,,
28079016,2001-01-10,,0.9,94.0,61.0,,205.0,8.0,,,,,,
28079017,2001-01-10,20.0,,196.0,63.0,,365.0,14.0,,,,,,
28079018,2001-01-10,33.0,2.8,215.0,41.0,65.0,370.0,9.0,,,,,,
28079024,2001-01-10,17.0,0.9,62.0,54.0,32.0,149.0,4.0,9.7,0.9,,1.63,1.42,0.21
28079035,2001-01-10,53.0,1.4,125.0,66.0,,257.0,7.0,,,,,,
28079036,2001-01-10,14.0,1.2,76.0,67.0,32.0,184.0,,,,,,,
28079038,2001-01-10,57.0,,140.0,62.0,42.0,277.0,,,,,,,
28079039,2001-01-10,,1.5,149.0,58.0,,287.0,3.0,,,,,,
28079040,2001-01-10,16.0,,58.0,59.0,33.0,147.0,,,,,,,
28079004,2001-01-11,21.0,0.8,54.0,70.0,,153.0,,,,,,,
28079008,2001-01-11,10.0,1.0,95.0,58.0,30.0,204.0,16.0,14.6,5.0,3.2,,,
28079011,2001-01-11,,,84.0,46.0,,176.0,,,,,,,
28079016,2001-01-11,,0.8,44.0,58.0,,125.0,19.0,,,,,,
28079017,2001-01-11,13.0,,89.0,58.0,,195.0,23.0,,,,,,
28079018,2001-01-11,28.0,2.3,139.0,47.0,40.0,261.0,11.0,,,,,,
28079024,2001-01-11,13.0,0.8,18.0,49.0,14.0,76.0,18.0,6.9,0.7,,1.5,1.34,0.16
28079035,2001-01-11,30.0,0.7,32.0,53.0,,102.0,19.0,,,,,,
28079036,2001-01-11,12.0,0.7,26.0,53.0,16.0,93.0,,,,,,,
28079038,2001-01-11,32.0,,38.0,57.0,20.0,115.0,,,,,,,
28079039,2001-01-11,,0.9,59.0,59.0,,149.0,14.0,,,,,,
28079040,2001-01-11,9.0,,18.0,47.0,17.0,75.0,,,,,,,
28079004,2001-01-12,36.0,1.1,69.0,75.0,,180.0,,,,,,,
28079008,2001-01-12,41.0,1.5,102.0,77.0,31.0,234.0,11.0,21.6,7.2,4.2,,,
28079011,2001-01-12,,,67.0,49.0,,153.0,,,,,,,
28079016,2001-01-12,,0.7,38.0,59.0,,117.0,18.0,,,,,,
28079017,2001-01-12,24.0,,181.0,73.0,,350.0,17.0,,,,,,
28079018,2001-01-12,29.0,1.6,97.0,41.0,37.0,190.0,12.0,,,,,,
28079024,2001-01-12,14.0,0.8,20.0,57.0,11.0,88.0,13.0,12.6,1.0,,1.43,1.28,0.15
28079035,2001-01-12,41.0,1.4,92.0,74.0,,214.0,12.0,,,,,,
28079036,2001-01-12,24.0,1.2,59.0,69.0,23.0,159.0,,,,,,,
28079038,2001-01-12,49.0,,117.0,69.0,32.0,248.0,,,,,,,
28079039,2001-01-12,,0.9,40.0,56.0,,118.0,15.0,,,,,,
28079040,2001-01-12,15.0,,36.0,64.0,17.0,120.0,,,,,,,
28079004,2001-01-13,39.0,1.4,118.0,67.0,,248.0,,,,,,,
28079008,2001-01-13,43.0,1.6,141.0,87.0,48.0,304.0,9.0,23.2,7.4,4.3,,,
28079011,2001-01-13,,,83.0,58.0,,185.0,,,,,,,
28079016,2001-01-13,,1.1,68.0,73.0,,177.0,14.0,,,,,,
28079017,2001-01-13,21.0,,192.0,75.0,,370.0,16.0,,,,,,
28079018,2001-01-13,44.0,2.0,115.0,32.0,58.0,209.0,11.0,,,,,,
28079024,2001-01-13,15.0,0.9,31.0,50.0,26.0,97.0,13.0,7.3,0.6,,1.5,1.33,0.18
28079035,2001-01-13,60.0,1.8,103.0,83.0,,241.0,8.0,,,,,,
28079036,2001-01-13,27.0,1.3,66.0,78.0,36.0,179.0,,,,,,,
28079038,2001-01-13,54.0,,140.0,71.0,43.0,286.0,,,,,,,
28079039,2001-01-13,,1.6,102.0,62.0,,218.0,11.0,,,,,,
28079040,2001-01-13,18.0,,43.0,68.0,34.0,133.0,,,,,,,
28079004,2001-01-14,34.0,1.8,184.0,60.0,,342.0,,,,,,,
28079008,2001-01-14,28.0,1.8,184.0,73.0,50.0,354.0,11.0,25.6,9.5,5.4,,,
28079011,2001-01-14,,,107.0,60.0,,224.0,,,,,,,
28079016,2001-01-14,,1.2,88.0,69.0,,203.0,13.0,,,,,,
28079017,2001-01-14,19.0,,172.0,65.0,,328.0,19.0,,,,,,
28079018,2001-01-14,47.0,2.7,153.0,23.0,63.0,257.0,10.0,,,,,,
28079024,2001-01-14,15.0,1.1,65.0,43.0,28.0,143.0,13.0,11.7,0.7,,1.57,1.35,0.22
28079035,2001-01-14,51.0,1.5,115.0,73.0,,248.0,14.0,,,,,,
28079036,2001-01-14,19.0,1.4,89.0,74.0,37.0,211.0,,,,,,,
28079038,2001-01-14,53.0,,122.0,66.0,40.0,253.0,,,,,,,
28079039,2001-01-14,,1.7,129.0,69.0,,268.0,8.0,,,,,,
28079040,2001-01-14,19.0,,76.0,71.0,38.0,187.0,,,,,,,
28079004,2001-01-15,23.0,1.0,100.0,56.0,,209.0,,,,,,,
28079008,2001-01-15,19.0,1.4,146.0,63.0,50.0,286.0,8.0,22.0,7.7,4.5,,,
28079011,2001-01-15,,,80.0,43.0,,165.0,,,,,,,
28079016,2001-01-15,,0.8,66.0,56.0,,157.0,9.0,,,,,,
28079017,2001-01-15,19.0,,171.0,62.0,,325.0,14.0,,,,,,
28079018,2001-01-15,32.0,2.4,135.0,25.0,69.0,231.0,9.0,,,,,,
28079024,2001-01-15,11.0,0.9,40.0,31.0,22.0,92.0,12.0,6.9,0.5,,1.56,1.4,0.16
28079035,2001-01-15,41.0,1.0,85.0,59.0,,190.0,9.0,,,,,,
28079036,2001-01-15,16.0,1.1,69.0,58.0,35.0,163.0,,,,,,,
28079038,2001-01-15,38.0,,100.0,50.0,33.0,203.0,,,,,,,
28079039,2001-01-15,,1.1,76.0,58.0,,175.0,5.0,,,,,,
28079040,2001-01-15,15.0,,56.0,58.0,32.0,144.0,,,,,,,
28079004,2001-01-16,16.0,0.5,31.0,59.0,,107.0,,,,,,,
28079008,2001-01-16,12.0,1.1,100.0,58.0,34.0,211.0,13.0,15.4,5.8,3.3,,,
28079011,2001-01-16,,,28.0,36.0,,80.0,,,,,,,
28079016,2001-01-16,,0.8,41.0,55.0,,117.0,17.0,,,,,,
28079017,2001-01-16,15.0,,145.0,66.0,,288.0,23.0,,,,,,
28079018,2001-01-16,25.0,2.0,89.0,26.0,51.0,163.0,11.0,,,,,,
28079024,2001-01-16,8.0,0.6,3.0,17.0,10.0,22.0,29.0,1.4,0.2,,1.35,1.27,0.09
28079035,2001-01-16,26.0,0.5,19.0,42.0,,71.0,23.0,,,,,,
28079036,2001-01-16,11.0,0.6,23.0,50.0,20.0,85.0,,,,,,,
28079038,2001-01-16,26.0,,37.0,39.0,18.0,95.0,,,,,,,
28079039,2001-01-16,,0.8,35.0,46.0,,100.0,17.0,,,,,,
28079040,2001-01-16,9.0,,20.0,47.0,19.0,78.0,,,,,,,
28079004,2001-01-17,16.0,0.5,35.0,58.0,,111.0,,,,,,,
28079008,2001-01-17,13.0,1.1,100.0,60.0,38.0,215.0,14.0,15.3,5.7,3.3,,,
28079011,2001-01-17,,,45.0,42.0,,112.0,,,,,,,
28079016,2001-01-17,,0.9,53.0,58.0,,139.0,18.0,,,,,,
28079017,2001-01-17,15.0,,151.0,65.0,,296.0,25.0,,,,,,
28079018,2001-01-17,23.0,1.9,79.0,24.0,59.0,146.0,12.0,,,,,,
28079024,2001-01-17,8.0,0.6,5.0,22.0,10.0,29.0,29.0,1.4,0.3,,1.35,1.26,0.09
28079035,2001-01-17,24.0,0.5,20.0,43.0,,74.0,27.0,,,,,,
28079036,2001-01-17,12.0,0.7,36.0,54.0,23.0,109.0,,,,,,,
28079038,2001-01-17,27.0,,40.0,41.0,20.0,102.0,,,,,,,
28079039,2001-01-17,,0.8,42.0,49.0,,113.0,19.0,,,,,,
28079040,2001-01-17,9.0,,29.0,53.0,20.0,98.0,,,,,,,
28079004,2001-01-18,17.0,0.6,44.0,65.0,,132.0,,,,,,,
28079008,2001-01-18,11.0,1.1,104.0,66.0,29.0,225.0,13.0,14.9,5.4,3.2,,,
28079011,2001-01-18,,,65.0,46.0,,145.0,,,,,,,
28079016,2001-01-18,,0.7,39.0,60.0,,119.0,19.0,,,,,,
28079017,2001-01-18,14.0,,112.0,68.0,,240.0,25.0,,,,,,
28079018,2001-01-18,23.0,2.2,77.0,25.0,45.0,142.0,10.0,,,,,,
28079024,2001-01-18,9.0,0.6,6.0,30.0,11.0,39.0,29.0,2.3,0.3,,1.37,1.26,0.11
28079035,2001-01-18,26.0,0.5,27.0,52.0,,95.0,23.0,,,,,,
28079036,2001-01-18,11.0,0.6,22.0,56.0,15.0,89.0,,,,,,,
28079038,2001-01-18,29.0,,43.0,50.0,18.0,115.0,,,,,,,
28079039,2001-01-18,,0.8,46.0,57.0,,127.0,17.0,,,,,,
28079040,2001-01-18,8.0,,16.0,51.0,14.0,75.0,,,,,,,
28079004,2001-01-19,27.0,0.8,51.0,59.0,,137.0,,,,,,,
28079008,2001-01-19,26.0,1.5,133.0,82.0,43.0,285.0,11.0,19.7,7.1,4.1,,,
28079011,2001-01-19,,,96.0,54.0,,202.0,,,,,,,
28079016,2001-01-19,,1.2,87.0,71.0,,203.0,15.0,,,,,,
28079017,2001-01-19,18.0,,199.0,77.0,,382.0,21.0,,,,,,
28079018,2001-01-19,27.0,1.6,47.0,19.0,44.0,91.0,12.0,,,,,,
28079024,2001-01-19,10.0,0.6,8.0,24.0,12.0,35.0,30.0,3.2,0.3,,1.36,1.25,0.11
28079035,2001-01-19,36.0,0.7,43.0,64.0,,130.0,19.0,,,,,,
28079036,2001-01-19,21.0,1.3,78.0,71.0,32.0,191.0,,,,,,,
28079038,2001-01-19,35.0,,73.0,56.0,26.0,168.0,,,,,,,
28079039,2001-01-19,,1.2,74.0,61.0,,174.0,14.0,,,,,,
28079040,2001-01-19,21.0,,56.0,69.0,27.0,154.0,,,,,,,
28079004,2001-01-20,40.0,2.2,242.0,65.0,,436.0,,,,,,,
28079008,2001-01-20,28.0,1.7,190.0,95.0,55.0,386.0,10.0,21.7,6.7,4.4,,,
28079011,2001-01-20,,,114.0,58.0,,232.0,,,,,,,
28079016,2001-01-20,,1.1,100.0,71.0,,224.0,14.0,,,,,,
28079017,2001-01-20,22.0,,191.0,69.0,,362.0,19.0,,,,,,
28079018,2001-01-20,50.0,3.1,85.0,15.0,81.0,145.0,10.0,,,,,,
28079024,2001-01-20,18.0,1.0,50.0,51.0,29.0,128.0,17.0,4.9,0.4,,1.55,1.36,0.2
28079035,2001-01-20,53.0,1.5,116.0,91.0,,270.0,14.0,,,,,,
28079036,2001-01-20,21.0,1.5,108.0,79.0,42.0,245.0,,,,,,,
28079038,2001-01-20,56.0,,120.0,73.0,42.0,257.0,,,,,,,
28079039,2001-01-20,,2.5,216.0,76.0,,408.0,7.0,,,,,,
28079040,2001-01-20,21.0,,74.0,77.0,39.0,190.0,,,,,,,
28079004,2001-01-21,32.0,1.8,194.0,54.0,,352.0,,,,,,,
28079008,2001-01-21,30.0,1.9,199.0,82.0,56.0,387.0,11.0,,,1.0,,,
28079011,2001-01-21,,,150.0,49.0,,278.0,,,,,,,
28079016,2001-01-21,,1.1,85.0,63.0,,193.0,13.0,,,,,,
28079017,2001-01-21,25.0,,324.0,60.0,,557.0,19.0,,,,,,
28079018,2001-01-21,42.0,2.6,62.0,10.0,61.0,105.0,9.0,,,,,,
28079024,2001-01-21,17.0,1.3,94.0,48.0,36.0,192.0,11.0,8.6,0.6,,1.64,1.38,0.27
28079035,2001-01-21,62.0,1.7,149.0,81.0,,310.0,14.0,,,,,,
28079036,2001-01-21,18.0,1.7,120.0,71.0,43.0,255.0,,,,,,,
28079038,2001-01-21,62.0,,188.0,72.0,54.0,359.0,,,,,,,
28079039,2001-01-21,,2.6,230.0,63.0,,416.0,7.0,,,,,,
28079040,2001-01-21,19.0,,73.0,70.0,36.0,182.0,,,,,,,
28079004,2001-01-22,29.0,1.4,156.0,58.0,,297.0,,,,,,,
28079008,2001-01-22,25.0,1.8,196.0,78.0,66.0,378.0,7.0,,,3.6,,,
28079011,2001-01-22,,,107.0,53.0,,217.0,,,,,,,
28079016,2001-01-22,,1.1,99.0,72.0,,224.0,7.0,,,,,,
28079017,2001-01-22,25.0,,312.0,72.0,,550.0,12.0,,,,,,
28079018,2001-01-22,39.0,2.8,64.0,11.0,27.0,109.0,9.0,,,,,,
28079024,2001-01-22,15.0,1.0,67.0,46.0,33.0,149.0,9.0,6.7,0.5,,1.6,1.38,0.22
28079035,2001-01-22,53.0,1.3,119.0,79.0,,262.0,8.0,,,,,,
28079036,2001-01-22,19.0,1.5,125.0,69.0,50.0,261.0,,,,,,,
28079038,2001-01-22,49.0,,119.0,72.0,47.0,253.0,,,,,,,
28079039,2001-01-22,,1.7,153.0,57.0,,292.0,4.0,,,,,,
28079040,2001-01-22,19.0,,90.0,77.0,47.0,215.0,,,,,,,
28079004,2001-01-23,17.0,0.6,40.0,60.0,,121.0,,,,,,,
28079008,2001-01-23,11.0,1.1,97.0,49.0,26.0,198.0,14.0,16.2,5.9,3.6,,,
28079011,2001-01-23,,,26.0,38.0,,78.0,,,,,,,
28079016,2001-01-23,,0.6,33.0,56.0,,107.0,16.0,,,,,,
28079017,2001-01-23,15.0,,131.0,60.0,,260.0,22.0,,,,,,
28079018,2001-01-23,23.0,2.2,36.0,10.0,30.0,65.0,10.0,,,,,,
28079024,2001-01-23,9.0,0.5,4.0,24.0,5.0,30.0,29.0,1.7,0.2,,1.33,1.25,0.08
28079035,2001-01-23,26.0,0.4,17.0,40.0,,67.0,25.0,,,,,,
28079036,2001-01-23,10.0,0.5,17.0,44.0,11.0,70.0,,,,,,,
28079038,2001-01-23,29.0,,28.0,41.0,10.0,84.0,,,,,,,
28079039,2001-01-23,,0.6,29.0,31.0,,75.0,22.0,,,,,,
28079040,2001-01-23,8.0,,14.0,48.0,11.0,69.0,,,,,,,
28079004,2001-01-24,17.0,0.5,21.0,56.0,,89.0,,,,,,,
28079008,2001-01-24,12.0,1.0,79.0,44.0,25.0,166.0,20.0,11.9,3.7,2.5,,,
28079011,2001-01-24,,,31.0,36.0,,83.0,,,,,,,
28079016,2001-01-24,,0.6,27.0,53.0,,94.0,23.0,,,,,,
28079017,2001-01-24,14.0,,107.0,64.0,,229.0,32.0,,,,,,
28079018,2001-01-24,24.0,1.7,110.0,25.0,27.0,195.0,11.0,,,,,,
28079024,2001-01-24,8.0,0.5,3.0,16.0,8.0,21.0,37.0,0.8,0.2,,1.31,1.24,0.08
28079035,2001-01-24,25.0,0.4,14.0,34.0,,55.0,35.0,,,,,,
28079036,2001-01-24,10.0,0.5,18.0,43.0,13.0,70.0,,,,,,,
28079038,2001-01-24,28.0,,24.0,37.0,11.0,74.0,,,,,,,
28079039,2001-01-24,,0.6,27.0,30.0,,72.0,29.0,,,,,,
28079040,2001-01-24,8.0,,12.0,40.0,13.0,59.0,,,,,,,
28079004,2001-01-25,14.0,0.4,11.0,55.0,,72.0,,,,,,,
28079008,2001-01-25,10.0,0.9,76.0,61.0,27.0,177.0,26.0,12.4,3.8,2.3,,,
28079011,2001-01-25,,,19.0,32.0,,61.0,,,,,,,
28079016,2001-01-25,,0.6,18.0,43.0,,71.0,37.0,,,,,,
28079017,2001-01-25,14.0,,107.0,68.0,,233.0,40.0,,,,,,
28079018,2001-01-25,19.0,1.4,120.0,72.0,14.0,256.0,16.0,,,,,,
28079024,2001-01-25,8.0,0.6,2.0,10.0,7.0,13.0,47.0,0.6,0.2,,1.32,1.24,0.08
28079035,2001-01-25,21.0,0.3,10.0,34.0,,50.0,46.0,,,,,,
28079036,2001-01-25,9.0,0.4,11.0,41.0,13.0,59.0,,,,,,,
28079038,2001-01-25,24.0,,21.0,33.0,12.0,64.0,,,,,,,
28079039,2001-01-25,,0.6,26.0,32.0,,71.0,37.0,,,,,,
28079040,2001-01-25,7.0,,11.0,35.0,11.0,51.0,,,,,,,
28079004,2001-01-26,12.0,0.6,25.0,60.0,,100.0,,,,,,,
28079008,2001-01-26,8.0,1.1,87.0,66.0,23.0,199.0,18.0,14.9,4.4,3.0,,,
28079011,2001-01-26,,,20.0,36.0,,67.0,,,,,,,
28079016,2001-01-26,,0.7,29.0,54.0,,99.0,25.0,,,,,,
28079017,2001-01-26,12.0,,113.0,60.0,,232.0,32.0,,,,,,
28079018,2001-01-26,17.0,2.0,140.0,74.0,18.0,289.0,13.0,,,,,,
28079024,2001-01-26,8.0,0.5,3.0,16.0,7.0,21.0,39.0,0.9,0.2,,1.33,1.24,0.08
28079035,2001-01-26,18.0,0.4,14.0,38.0,,59.0,34.0,,,,,,
28079036,2001-01-26,8.0,0.5,19.0,43.0,11.0,72.0,,,,,,,
28079038,2001-01-26,21.0,,22.0,37.0,10.0,70.0,,,,,,,
28079039,2001-01-26,,0.7,29.0,28.0,,73.0,30.0,,,,,,
28079040,2001-01-26,6.0,,13.0,41.0,13.0,61.0,,,,,,,
28079004,2001-01-27,19.0,0.7,37.0,54.0,,112.0,,,,,,,
28079008,2001-01-27,12.0,1.2,89.0,63.0,25.0,200.0,14.0,13.8,4.0,2.7,,,
28079011,2001-01-27,,,30.0,38.0,,84.0,,,,,,,
28079016,2001-01-27,,0.8,35.0,56.0,,110.0,22.0,,,,,,
28079017,2001-01-27,13.0,,119.0,53.0,,235.0,29.0,,,,,,
28079018,2001-01-27,18.0,1.8,97.0,60.0,13.0,209.0,13.0,,,,,,
28079024,2001-01-27,8.0,0.5,4.0,14.0,10.0,20.0,37.0,1.0,0.2,,1.31,1.23,0.08
28079035,2001-01-27,28.0,0.8,25.0,48.0,,86.0,22.0,,,,,,
28079036,2001-01-27,11.0,0.7,25.0,52.0,13.0,90.0,,,,,,,
28079038,2001-01-27,29.0,,36.0,42.0,11.0,97.0,,,,,,,
28079039,2001-01-27,,0.8,35.0,26.0,,79.0,27.0,,,,,,
28079040,2001-01-27,8.0,,19.0,47.0,15.0,77.0,,,,,,,
28079004,2001-01-28,17.0,0.4,4.0,33.0,,40.0,,,,,,,
28079008,2001-01-28,14.0,0.7,39.0,52.0,13.0,112.0,30.0,7.3,2.4,1.5,,,
28079011,2001-01-28,,,23.0,25.0,,60.0,,,,,,,
